run,phase,ts,setup,prep,pureTcp,authAckRtt,keyReady,respAKE,hs2secrets,helloAuth,peer,peerTotal
36,steady,2026-09-10 14:11:53.786,13.389700000000001,1.7789000000000001,11.0169,12.433200000000001,13.677700000000002,1.0889000000000002,24.810200000000002,25.171799999999998,25.6177,39.0073
37,steady,2026-09-10 14:11:55.902,12.8494,1.5425,10.569600000000001,12.322899999999999,13.0991,0.7062,24.1977,24.455,24.643099999999997,37.4925
38,steady,2026-09-10 14:11:58.012,12.0005,0.9487000000000001,10.423,12.249799999999999,12.875399999999999,0.5668,23.605700000000002,23.818,23.987599999999997,35.988
39,steady,2026-09-10 14:12:00.135,12.238,1.2034,10.498899999999999,15.4603,16.1163,0.5977,26.9969,27.3065,27.5229,39.7609
40,steady,2026-09-10 14:12:02.239,12.626700000000001,1.54,10.484,11.8465,12.4301,0.5416,23.275299999999998,23.488799999999998,23.717200000000002,36.343900000000005
41,steady,2026-09-10 14:12:24.198,15.2838,4.157,10.607899999999999,18.5344,20.4153,1.7628,31.077599999999997,31.343700000000002,31.575400000000002,46.8591
42,steady,2026-09-10 14:12:26.351,11.7781,1.0495999999999999,10.343,11.954799999999999,12.6737,0.6841,23.4754,23.6842,23.8165,35.5946
43,steady,2026-09-10 14:12:28.479,12.187,1.1637,10.509799999999998,11.9285,12.6733,0.6962,23.610400000000002,23.8749,24.073700000000002,36.2606
44,steady,2026-09-10 14:12:30.593,14.0313,1.1713,12.4909,12.449399999999999,12.9748,0.49069999999999997,24.1068,24.3749,24.5655,38.5968
45,steady,2026-09-10 14:12:58.266,12.1463,1.1995,10.4041,12.6264,13.2621,0.5782999999999999,24.0999,24.402900000000002,24.6534,36.7996
46,steady,2026-09-10 14:13:00.379,11.813,1.0843,10.325,11.6539,12.6025,0.8683,23.2751,23.5757,23.743,35.556
47,steady,2026-09-10 14:13:27.926,11.8991,1.0995,10.362200000000001,12.504700000000001,13.152299999999999,0.5768,23.8633,24.188599999999997,24.4192,36.3183
48,steady,2026-09-10 14:13:30.039,11.6869,0.7256,10.6309,11.994399999999999,12.503200000000001,0.4644,23.2675,23.445400000000003,23.578599999999998,35.2655
49,steady,2026-09-10 14:13:32.151,12.044,0.8344,10.752,11.8639,12.5215,0.6123999999999999,23.2972,23.546799999999998,23.711299999999998,35.755199999999995
50,steady,2026-09-10 14:13:59.854,12.0969,1.1382999999999999,10.4873,12.5223,13.293700000000001,0.7296,23.9961,24.3075,24.6555,36.7524
51,steady,2026-09-10 14:14:01.958,11.806899999999999,0.9929,10.281600000000001,12.456,13.0479,0.5224,23.791,24.1387,24.337,36.1439
52,steady,2026-09-10 14:14:04.066,11.5067,0.7094,10.4695,11.8924,12.3865,0.4572,22.722900000000003,22.9345,23.053099999999997,34.5598
53,steady,2026-09-10 14:14:06.183,12.7719,1.3673,10.8606,11.7936,12.325299999999999,0.497,23.216099999999997,23.4507,23.627,36.398900000000005
54,steady,2026-09-10 14:14:08.313,12.1781,1.1509,10.521,11.9949,12.7181,0.6422,23.5195,23.825400000000002,24.067700000000002,36.2459
55,steady,2026-09-10 14:14:10.437,12.106399999999999,1.2643,10.336,11.9351,12.5824,0.5935,23.246599999999997,23.4775,23.6545,35.7609
56,steady,2026-09-10 14:14:12.549,13.5054,2.3346,10.523200000000001,12.5081,13.3277,0.748,24.062,24.4223,24.6713,38.1766
57,steady,2026-09-10 14:14:14.659,11.753,0.9479,10.401299999999999,12.9073,13.541,0.5936,24.49,24.669900000000002,24.793400000000002,36.5464
58,steady,2026-09-10 14:14:16.773,12.3089,1.125,10.764700000000001,11.7488,12.5442,0.6742999999999999,23.709799999999998,24.1033,24.3756,36.6845
59,steady,2026-09-10 14:14:18.881,12.6536,1.6552,10.4976,11.8674,12.523100000000001,0.5855,23.316,23.5267,23.6644,36.318
60,steady,2026-09-10 14:14:20.998,14.069799999999999,1.8054000000000001,11.6835,11.9133,12.5185,0.557,23.2404,23.536,23.7402,37.81
61,steady,2026-09-10 14:14:23.111,11.8446,0.9396,10.4936,12.0321,12.7217,0.6578999999999999,23.398,23.6708,23.8362,35.680800000000005
62,steady,2026-09-10 14:14:25.225,12.1539,1.3845,10.399899999999999,12.2706,12.8851,0.5471,23.5781,23.75,23.941599999999998,36.0955
63,steady,2026-09-10 14:14:27.339,12.991,1.5432000000000001,10.6707,11.9779,12.9064,0.8874,23.982400000000002,24.5192,25.047900000000002,38.0388
64,steady,2026-09-10 14:14:29.460,11.7419,0.7916,10.513200000000001,12.1078,12.7768,0.6254,23.623,23.8164,23.9567,35.698699999999995
65,steady,2026-09-10 14:14:31.565,11.9529,1.0455999999999999,10.5095,12.9714,14.1478,1.1348,24.8934,25.2155,25.4396,37.3926
66,steady,2026-09-10 14:14:33.678,11.978200000000001,1.1268,10.3344,12.834299999999999,13.438,0.5365,24.3187,24.5785,24.7958,36.774
67,steady,2026-09-10 14:14:35.783,12.7621,1.621,10.528,12.5489,13.2625,0.609,24.161900000000003,24.577599999999997,24.8513,37.6134
68,steady,2026-09-10 14:14:37.892,11.756,0.6755,10.689,12.4474,13.1715,0.6837000000000001,23.8944,24.112599999999997,24.2442,36.0002
69,steady,2026-09-10 14:14:40.002,12.445799999999998,1.4425,10.5867,12.037799999999999,12.637,0.5582,23.0883,23.298299999999998,23.513099999999998,35.9589
70,steady,2026-09-10 14:14:42.120,11.722100000000001,0.9018999999999999,10.516,11.7519,12.4759,0.6847000000000001,23.178099999999997,23.550099999999997,23.7308,35.4529
71,steady,2026-09-10 14:14:44.228,11.735700000000001,0.9206,10.382200000000001,11.8406,12.5256,0.6151,23.416,23.757,24.001,35.7367
72,steady,2026-09-10 14:15:12.092,12.6471,1.3273,10.5473,12.0299,12.585700000000001,0.5153,23.2028,23.4817,23.691200000000002,36.338300000000004
73,steady,2026-09-10 14:15:14.194,11.4584,0.6844,10.3643,12.607899999999999,13.180299999999999,0.512,23.9264,24.1452,24.2763,35.7347
74,steady,2026-09-10 14:15:16.302,12.437,1.3473,10.4481,11.6812,12.246799999999999,0.5372,22.6315,22.746,22.8705,35.3075
75,steady,2026-09-10 14:15:18.412,11.882,1.0475,10.3781,11.9031,12.4994,0.5669,23.3139,23.5221,23.6923,35.5743
76,steady,2026-09-10 14:15:20.520,11.4363,0.7242000000000001,10.4165,12.581700000000001,13.2834,0.6392,24.1296,24.402900000000002,24.618299999999998,36.0546
77,steady,2026-09-10 14:15:22.625,12.330200000000001,1.4764000000000002,10.3498,12.3014,12.9746,0.6327999999999999,23.717,24.0287,24.4482,36.778400000000005
78,steady,2026-09-10 14:15:24.740,11.5775,0.7316,10.478,12.1504,12.7995,0.6041,23.4836,23.6802,23.834400000000002,35.4118
79,steady,2026-09-10 14:15:26.847,12.2554,1.2671,10.4508,13.243799999999998,14.103299999999999,0.7317,24.9803,25.3153,25.6237,37.8791
80,steady,2026-09-10 14:15:28.946,11.7473,0.7721,10.5019,12.120700000000001,12.8596,0.6644,23.9971,24.5209,24.8081,36.5555
81,steady,2026-09-10 14:15:31.047,12.1256,1.0664,10.5489,11.9233,12.6509,0.619,23.355700000000002,23.690099999999997,23.9798,36.1054
82,steady,2026-09-10 14:15:33.155,12.2667,1.0719,10.591,12.01,12.73,0.6818,23.3325,23.6902,24.1277,36.3943
83,steady,2026-09-10 14:15:35.259,12.9704,1.6184,10.6882,12.408,13.2539,0.7437999999999999,24.0973,24.4927,24.766,37.7363
84,steady,2026-09-10 14:15:37.362,11.6262,0.7178,10.5183,12.0351,12.613100000000001,0.5247999999999999,23.419700000000002,23.6192,23.776400000000002,35.4025
85,steady,2026-09-10 14:15:39.472,11.967799999999999,0.9867,10.6259,11.595799999999999,12.255600000000001,0.6071,22.973,23.1266,23.2575,35.225300000000004
86,steady,2026-09-10 14:15:41.579,12.1313,1.1422999999999999,10.5707,12.2023,13.314200000000001,1.0653,24.256,24.533099999999997,24.7613,36.8926
87,steady,2026-09-10 14:15:43.700,12.973700000000001,1.7183,10.4064,12.671899999999999,13.6924,0.9588,24.6078,25.0992,25.4828,38.4566
88,steady,2026-09-10 14:15:45.823,11.585899999999999,0.6638,10.655299999999999,12.1491,15.2753,3.0930999999999997,26.0505,26.3038,26.461299999999998,38.0472
89,steady,2026-09-10 14:15:47.963,12.6621,1.6649,10.3796,12.4801,13.2101,0.6621,24.189400000000003,24.574900000000003,24.9118,37.574
90,steady,2026-09-10 14:15:50.071,11.7421,0.7787000000000001,10.6289,12.2153,12.9605,0.6748,23.702599999999997,24.059,24.2856,36.027800000000006
91,steady,2026-09-10 14:15:52.195,11.920399999999999,1.007,10.4521,11.9613,12.5673,0.5551,23.1386,23.5289,23.7588,35.679300000000005
92,steady,2026-09-10 14:15:54.302,12.5176,1.6393,10.384,11.8744,12.4512,0.5314,22.8373,22.9733,23.1143,35.6319
93,steady,2026-09-10 14:16:16.244,12.5097,1.0292999999999999,10.7586,17.8662,18.9058,0.9228999999999999,30.0134,30.396099999999997,30.6937,43.2034
94,steady,2026-09-10 14:16:18.363,12.0848,1.171,10.5257,12.9032,13.534600000000001,0.5896,24.6676,24.9174,25.105900000000002,37.1907
95,steady,2026-09-10 14:16:20.476,12.672600000000001,1.5935,10.649899999999999,11.993799999999998,12.737,0.6096,23.5912,24.1185,24.587799999999998,37.260400000000004
96,steady,2026-09-10 14:16:22.588,12.175,1.0223,10.616100000000001,11.9105,12.6357,0.6665,23.6418,23.9953,24.2953,36.4703
97,steady,2026-09-10 14:16:50.290,12.775799999999998,1.312,10.5628,12.744,13.5375,0.7248,24.3648,24.882900000000003,25.219,37.9949
98,steady,2026-09-10 14:16:52.407,13.8003,2.3682,10.586200000000002,12.6448,13.3941,0.7049,24.3577,24.8154,25.1945,38.994800000000005
99,steady,2026-09-10 14:17:20.257,12.5504,1.3212000000000002,10.6822,13.487,14.696,1.0174,25.5577,25.9823,26.292,38.8423
100,steady,2026-09-10 14:17:22.370,11.7927,0.98,10.322,12.2127,12.834700000000002,0.5048,23.5495,23.826400000000003,24.098,35.890699999999995
101,steady,2026-09-10 14:17:49.802,11.848600000000001,1.053,10.3173,12.2476,12.8649,0.5526,23.8,24.133200000000002,24.443900000000003,36.2926
102,steady,2026-09-10 14:17:51.909,11.594899999999999,0.7792,10.38,12.0432,12.742,0.6623,23.4767,23.6203,23.7456,35.3405
103,steady,2026-09-10 14:17:54.023,12.3493,1.1292,10.6935,11.781600000000001,12.4391,0.544,22.990099999999998,23.301299999999998,23.5604,35.909699999999994
104,steady,2026-09-10 14:17:56.144,11.8255,1.0283,10.351600000000001,13.399899999999999,14.2949,0.8008,25.2698,25.481099999999998,25.647299999999998,37.4728
105,steady,2026-09-10 14:17:58.252,12.5455,1.396,10.586799999999998,11.5706,12.213,0.5948,22.8951,23.222,23.4953,36.040699999999994
106,steady,2026-09-10 14:18:00.380,11.578899999999999,0.8927999999999999,10.2714,11.757200000000001,12.5663,0.7665,23.563200000000002,23.7073,23.821900000000003,35.400800000000004
107,steady,2026-09-10 14:18:02.494,12.479899999999999,1.1827,10.3628,12.005700000000001,12.5436,0.4738,23.3793,23.6373,23.8399,36.3197
108,steady,2026-09-10 14:18:04.609,13.889299999999999,1.3425,10.531799999999999,11.6809,12.5085,0.7579,23.3717,23.748099999999997,23.9852,37.8745
109,steady,2026-09-10 14:18:06.718,12.7035,1.3424,10.687,12.5285,13.440299999999999,0.8645,24.5103,24.757099999999998,24.9593,37.6629
110,steady,2026-09-10 14:18:08.837,12.0797,0.991,10.5551,12.373299999999999,13.106399999999999,0.6946,24.0664,24.3997,24.6906,36.770199999999996
111,steady,2026-09-10 14:18:10.957,12.7409,1.4042000000000001,10.6211,11.8085,12.4614,0.5752999999999999,23.1128,23.3918,23.666400000000003,36.407199999999996
112,steady,2026-09-10 14:18:13.073,12.9589,1.7049,10.4977,11.8559,12.391399999999999,0.4735,23.4757,23.771,23.9485,36.907300000000006
113,steady,2026-09-10 14:18:15.189,12.3275,1.1885,10.4732,12.2798,12.9253,0.5634,23.637700000000002,23.922400000000003,24.2398,36.5673
114,steady,2026-09-10 14:18:17.297,12.933399999999999,1.746,10.2782,11.838700000000001,12.523100000000001,0.5776,23.2499,23.6425,23.874,36.8074
115,steady,2026-09-10 14:18:19.416,13.0139,0.9536,11.4839,11.7866,12.3926,0.5485,23.078,23.3971,23.6107,36.6246
116,excess,2026-09-10 14:18:21.537,12.0488,1.1173,10.391200000000001,12.334100000000001,13.113,0.7062,24.108400000000003,24.3352,24.511599999999998,36.5604
117,excess,2026-09-10 14:18:23.663,12.057799999999999,0.9785,10.571200000000001,12.0122,12.8009,0.7505,23.5113,23.8666,24.1668,36.224599999999995
118,excess,2026-09-10 14:18:25.775,12.0659,1.0937000000000001,10.507200000000001,12.4845,13.2121,0.6567000000000001,23.8603,24.1896,24.4073,36.473099999999995
119,excess,2026-09-10 14:18:27.891,12.6376,1.4081,10.5517,12.117799999999999,13.059700000000001,0.8472999999999999,23.925900000000002,24.3295,24.6373,37.2749
120,excess,2026-09-10 14:18:30.006,11.7525,0.9807,10.332799999999999,12.8615,13.657,0.7287,24.2665,24.7228,24.9217,36.6743
121,excess,2026-09-10 14:18:32.116,11.6119,0.8118,10.5064,11.9293,12.5198,0.5569,23.1707,23.2892,23.4041,35.016
122,excess,2026-09-10 14:18:59.735,12.9725,1.734,10.706100000000001,13.2675,13.9701,0.633,25.3766,25.7888,26.0947,39.067099999999996
123,excess,2026-09-10 14:19:01.849,12.395100000000001,1.2778,10.456700000000001,12.5226,13.8937,1.2787,24.6262,24.8891,25.224,37.619099999999996
124,excess,2026-09-10 14:19:03.962,13.212299999999999,1.7739,10.555,12.7661,13.453,0.5677000000000001,24.3487,24.6948,24.98,38.1922
125,excess,2026-09-10 14:19:06.069,12.2739,1.2792000000000001,10.5142,11.5079,12.2393,0.5772,22.9158,23.270400000000002,23.5763,35.850199999999994
